url_id,date,sources,normalized_url,archive_url,archive_timestamp,condor_url_rid,condor_clean_url,condor_first_post_time,condor_share_title,condor_tpfc_rating,condor_tpfc_first_fact_check,condor_public_shares_top_country,science_id,science_urlContentId,science_url,science_claimReviewed,science_publishedDate,science_publisher,science_reviews_author,science_reviews_reviewRatings_ratingValue,science_reviews_reviewRatings_standardForm,science_urlReviews_reviewRatings_alternateName,science_urlReviews_reviewRatings_ratingValue,defacto_id,defacto_themes,defacto_tags,defacto_claim-review_claimReviewed,defacto_claim-review_itemReviewed_datePublished,defacto_claim-review_itemReviewed_appearance_url,defacto_claim-review_itemReviewed_appearance_headline,defacto_claim-review_reviewRating_ratingValue,defacto_claim-review_reviewRating_alternateName
000e6870e9a9c1e1d045ebe34a703364,2019-12-24 13:30:00,condor,eat-fit-mealplan.com,https://eat-fit-mealplan.com/,,ipsqx9vmjwfpxur,https://eat-fit-mealplan.com/,2019-12-24 13:30:00.000,Start transformation now! 🍋🍎🥑,not rated,2020-01-15 19:40:00.000,US,,,,,,,,,,,,,,,,,,,,
000ceb74a81a3d6432ecc89765dadbb9,2021-10-18 20:30:00,condor,stiripesurse.ro/recorder-recunoaste-ca-a-gresit-in-materialele-despre-catedrala-neamului-pe-care-a-numit-o-catedrala_2052533.html,https://www.stiripesurse.ro/recorder-recunoaste-ca-a-gresit-in-materialele-despre-catedrala-neamului-pe-care-a-numit-o-catedrala_2052533.html,,w37jr64qiov43hn,https://www.stiripesurse.ro/recorder-recunoaste-ca-a-gresit-in-materialele-despre-catedrala-neamului-pe-care-a-numit-o-catedrala_2052533.html,2021-10-18 20:30:00.000,Recorder recunoaște că a greșit în materialele despre Catedrala Neamului pe care a numit-o Catedrala Prăduirii Neamului: 'Ne cerem scuze',not rated,2021-10-19 10:30:00.000,RO,,,,,,,,,,,,,,,,,,,,
